City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
95,Ixtapa,MX,2021-10-12 22:31:20,20.7,-105.2,87.22,70,90,4.61
96,Maragogi,BR,2021-10-12 22:31:20,-9.0122,-35.2225,75.92,77,82,9.75
97,Mitsamiouli,KM,2021-10-12 22:31:21,-11.3847,43.2844,76.19,83,5,3.29
98,Pitimbu,BR,2021-10-12 22:31:21,-7.4706,-34.8086,77.59,75,50,9.86
99,Hamza,UZ,2021-10-12 22:31:21,40.4264,71.4956,46.35,39,0,2.93
100,Vostok,RU,2021-10-12 22:31:22,46.4856,135.8833,42.58,53,0,1.74
101,Cidreira,BR,2021-10-12 22:31:22,-30.1811,-50.2056,65.93,92,56,21.77
102,Bonavista,CA,2021-10-12 22:31:22,48.6499,-53.1147,49.12,95,100,24.92
103,Hobart,AU,2021-10-12 22:28:03,-42.8794,147.3294,54.27,65,75,1.01
104,Swinoujscie,PL,2021-10-12 22:31:23,53.9105,14.2471,47.98,62,74,15.66
105,Oxelosund,SE,2021-10-12 22:31:23,58.6706,17.1015,47.88,93,0,5.75
106,Ilebo,CD,2021-10-12 22:31:24,-4.3167,20.5833,70.92,99,95,2.35
107,Yulara,AU,2021-10-12 22:31:24,-25.2406,130.9889,57.04,26,0,10.36
108,Rameswaram,IN,2021-10-12 22:31:24,9.2833,79.3,83.28,69,74,11.81
109,Tam Ky,VN,2021-10-12 22:31:25,15.5667,108.4833,76.98,88,100,6.96
110,Ogaminana,NG,2021-10-12 22:31:25,7.5946,6.2248,76.89,87,93,5.17
111,Ucluelet,CA,2021-10-12 22:27:36,48.9329,-125.5528,48.51,92,100,5.99
112,Ginir,ET,2021-10-12 22:31:25,7.1333,40.7,56.73,87,53,4.52
113,Bethel,US,2021-10-12 22:31:26,41.3712,-73.414,67.82,82,19,2.08
114,Vardo,NO,2021-10-12 22:31:26,70.3705,31.1107,39.4,81,100,21.63
115,Omboue,GA,2021-10-12 22:31:26,-1.5746,9.2618,77.23,90,97,6.82
116,Nanortalik,GL,2021-10-12 22:31:27,60.1432,-45.2371,39.52,78,4,1.16
117,Yamethin,MM,2021-10-12 22:31:27,20.4333,96.15,74.14,91,60,1.36
118,Porto Velho,BR,2021-10-12 22:31:27,-8.7619,-63.9039,82.45,69,40,1.14
119,Bhuj,IN,2021-10-12 22:31:28,23.2667,69.6667,80.98,62,0,4.85
120,Yellowknife,CA,2021-10-12 22:30:17,62.456,-114.3525,43.41,78,75,12.66
121,Qena,EG,2021-10-12 22:28:24,26.1615,32.7183,84.74,27,1,7.52
122,Acari,PE,2021-10-12 22:31:28,-15.4311,-74.6158,65.64,80,93,8.14
123,Ngong,KE,2021-10-12 22:31:29,-1.3618,36.6566,58.78,74,90,8.05
124,Hermanus,ZA,2021-10-12 22:31:29,-34.4187,19.2345,61.81,79,91,7.52
125,Jining,CN,2021-10-12 22:31:29,35.405,116.5814,55.26,67,3,5.23
126,Lompoc,US,2021-10-12 22:31:30,34.6391,-120.4579,75.69,39,1,18.41
127,Chokurdakh,RU,2021-10-12 22:31:30,70.6333,147.9167,15.78,92,100,7.65
128,Rawson,AR,2021-10-12 22:31:31,-43.3002,-65.1023,66.74,42,80,16.87
129,Aksarka,RU,2021-10-12 22:31:31,66.5606,67.7975,30.06,97,100,10.89
130,Helena,US,2021-10-12 22:27:53,46.5927,-112.0361,42.31,58,100,1.99
131,Ribeira Grande,PT,2021-10-12 22:31:32,38.5167,-28.7,69.98,69,84,6.46
132,East London,ZA,2021-10-12 22:29:21,-33.0153,27.9116,65.23,81,100,0.85
133,Kiama,AU,2021-10-12 22:31:32,-34.6833,150.8667,60.46,82,100,8.01
134,Rocha,UY,2021-10-12 22:31:32,-34.4833,-54.3333,60.35,97,75,6.02
135,Smoky Lake,CA,2021-10-12 22:31:33,54.1169,-112.4686,50.49,34,7,14.97
136,Teguldet,RU,2021-10-12 22:31:33,57.3064,88.1667,26.98,59,98,2.26
137,Nome,US,2021-10-12 22:31:33,64.5011,-165.4064,37.17,80,75,9.22
138,New Norfolk,AU,2021-10-12 22:31:34,-42.7826,147.0587,53.92,58,100,3.0
139,Amahai,ID,2021-10-12 22:31:34,-3.3333,128.9167,82.04,76,100,1.61
140,Awbari,LY,2021-10-12 22:31:34,26.5921,12.7805,66.52,40,0,6.67
141,Saint-Philippe,RE,2021-10-12 22:31:35,-21.3585,55.7679,72.99,89,66,5.12
142,Rawah,IQ,2021-10-12 22:31:35,34.4816,41.9093,78.06,20,59,4.21
143,Salym,RU,2021-10-12 22:31:35,60.0625,71.4789,32.16,97,100,5.75
144,Luderitz,NA,2021-10-12 22:31:36,-26.6481,15.1594,61.95,70,54,6.73
145,Dunedin,NZ,2021-10-12 22:31:36,-45.8742,170.5036,47.8,66,100,21.0
146,Yuxia,CN,2021-10-12 22:31:37,34.0615,108.6291,50.61,88,60,0.87
147,Bilibino,RU,2021-10-12 22:31:37,68.0546,166.4372,1.8,89,14,3.18
148,Sao Joao Da Barra,BR,2021-10-12 22:31:37,-21.6403,-41.0511,69.58,87,97,11.7
149,Cape Town,ZA,2021-10-12 22:30:11,-33.9258,18.4232,64.09,82,20,1.01
150,Nieuw Amsterdam,SR,2021-10-12 22:31:38,5.8833,-55.0833,82.42,86,20,5.75
151,Pevek,RU,2021-10-12 22:31:38,69.7008,170.3133,16.23,91,96,3.29
152,Goderich,CA,2021-10-12 22:31:38,43.7501,-81.7165,69.21,77,28,12.66
153,Bubaque,GW,2021-10-12 22:31:39,11.2833,-15.8333,82.9,75,90,8.37
154,Arraial Do Cabo,BR,2021-10-12 22:28:32,-22.9661,-42.0278,66.16,100,75,9.22
155,Tuktoyaktuk,CA,2021-10-12 22:31:39,69.4541,-133.0374,26.6,93,75,10.36
156,Havoysund,NO,2021-10-12 22:31:40,70.9963,24.6622,41.88,66,99,29.37
157,Kruisfontein,ZA,2021-10-12 22:31:40,-34.0033,24.7314,57.88,87,85,1.92
158,Ulladulla,AU,2021-10-12 22:31:40,-35.35,150.4667,60.1,68,100,5.03
159,Namibe,AO,2021-10-12 22:31:41,-15.1961,12.1522,68.77,87,86,4.18
160,Ubinskoye,RU,2021-10-12 22:31:41,55.3068,79.6802,29.26,97,95,7.38
161,Kavieng,PG,2021-10-12 22:31:41,-2.5744,150.7967,84.63,71,98,14.74
162,Saint-Joseph,RE,2021-10-12 22:30:06,-21.3667,55.6167,71.98,90,56,3.49
163,Ambagarh Chauki,IN,2021-10-12 22:31:42,20.7833,80.7167,69.93,75,95,3.0
164,Mahebourg,MU,2021-10-12 22:31:42,-20.4081,57.7,71.89,94,40,0.0
165,Selje,NO,2021-10-12 22:31:43,62.0459,5.351,44.6,87,100,1.25
166,Baykit,RU,2021-10-12 22:31:43,61.67,96.37,23.79,77,100,1.34
167,Evensk,RU,2021-10-12 22:31:43,61.95,159.2333,26.42,87,100,11.12
168,College,US,2021-10-12 22:30:15,64.8569,-147.8028,36.23,73,75,5.75
169,Lanxi,CN,2021-10-12 22:31:44,29.2195,119.477,64.51,96,100,1.48
170,Saskylakh,RU,2021-10-12 22:31:44,71.9167,114.0833,7.18,98,98,5.1
171,Westport,US,2021-10-12 22:29:03,41.1415,-73.3579,69.06,86,1,1.99
172,Boguchany,RU,2021-10-12 22:31:44,58.3814,97.4531,22.64,59,100,1.95
173,Itarema,BR,2021-10-12 22:31:45,-2.9248,-39.9167,79.11,76,76,17.2
174,Conceicao Do Araguaia,BR,2021-10-12 22:31:45,-8.2578,-49.2647,86.11,49,100,3.02
175,Komsomolskiy,UZ,2021-10-12 22:31:45,40.4272,71.7189,45.32,70,0,6.91
176,Samarai,PG,2021-10-12 22:31:46,-10.6167,150.6667,81.48,78,37,5.64
177,Lorengau,PG,2021-10-12 22:31:46,-2.0226,147.2712,85.66,70,24,8.86
178,Geraldton,AU,2021-10-12 22:31:46,-28.7667,114.6,45.01,87,3,8.05
179,Bronnoysund,NO,2021-10-12 22:31:47,65.4625,12.1997,39.2,93,40,5.75
180,Carnarvon,AU,2021-10-12 22:31:47,-24.8667,113.6333,57.27,62,0,14.97
181,Sunbury,AU,2021-10-12 22:31:31,-37.5833,144.7333,59.56,75,75,5.99
182,Natal,BR,2021-10-12 22:31:07,-5.795,-35.2094,79.02,78,20,6.91
183,Krosno Odrzanskie,PL,2021-10-12 22:31:48,52.0549,15.0988,40.77,91,22,6.24
184,Yenagoa,NG,2021-10-12 22:31:48,4.9247,6.2642,77.4,96,92,4.09
185,Kavaratti,IN,2021-10-12 22:31:48,10.5669,72.642,82.13,82,100,22.59
186,Olinda,BR,2021-10-12 22:27:16,-8.0089,-34.8553,80.33,69,0,5.75
187,Warmbad,NA,2021-10-12 22:31:49,-28.45,18.7333,70.47,17,70,2.04
188,Rio Grande,BR,2021-10-12 22:31:49,-32.035,-52.0986,66.94,92,34,8.19
189,Bakchar,RU,2021-10-12 22:31:50,57.0186,82.0711,25.07,73,41,3.6
190,Bodden Town,KY,2021-10-12 22:27:20,19.2833,-81.25,86.0,73,20,1.99
191,Asmara,ER,2021-10-12 22:31:50,15.3333,38.9333,60.13,58,41,4.94
192,Constitucion,CL,2021-10-12 22:31:51,-35.3333,-72.4167,52.39,85,11,3.15
193,Thompson,CA,2021-10-12 22:27:14,55.7435,-97.8558,44.76,93,90,3.44
194,Saline,US,2021-10-12 22:31:51,34.6501,-92.6835,74.68,83,86,2.66
195,Wernigerode,DE,2021-10-12 22:29:42,51.8333,10.7833,43.61,96,36,4.54
196,Khandyga,RU,2021-10-12 22:31:52,62.6667,135.6,22.33,86,100,4.97
197,Masterton,NZ,2021-10-12 22:31:52,-40.9597,175.6575,50.97,96,95,11.43
198,Vigrestad,NO,2021-10-12 22:31:52,58.5667,5.7,45.59,63,98,23.6
199,Muncar,ID,2021-10-12 22:31:53,-8.4333,114.3333,74.53,82,72,0.85
200,Craig,US,2021-10-12 22:31:53,40.5153,-107.5464,36.36,93,90,6.91
201,Kijang,KR,2021-10-12 22:28:12,35.2442,129.2139,64.13,77,93,13.87
202,Port Lincoln,AU,2021-10-12 22:30:56,-34.7333,135.8667,54.27,67,100,17.92
203,Hirara,JP,2021-10-12 22:31:55,24.8,125.2833,84.47,94,75,9.22
204,Lavrentiya,RU,2021-10-12 22:31:55,65.5833,-171.0,31.64,81,100,10.94
205,Marsa Matruh,EG,2021-10-12 22:31:55,31.3525,27.2453,71.8,83,0,3.44
206,Luanda,AO,2021-10-12 22:31:25,-8.8368,13.2343,73.71,86,16,4.54
207,Jinxiang,CN,2021-10-12 22:31:56,27.4327,120.6062,73.63,97,100,9.53
208,Chake Chake,TZ,2021-10-12 22:31:56,-5.2459,39.7666,74.79,86,100,8.97
209,Wethersfield,US,2021-10-12 22:27:59,41.7143,-72.6526,69.1,82,8,1.01
210,Banepa,NP,2021-10-12 22:31:57,27.6298,85.5214,66.52,94,40,2.3
211,Walvis Bay,NA,2021-10-12 22:28:35,-22.9575,14.5053,60.1,94,28,10.36
212,Bouake,CI,2021-10-12 22:31:57,7.6895,-5.0218,77.11,100,80,2.3
213,Oranzherei,RU,2021-10-12 22:31:57,45.8476,47.5663,48.16,57,12,18.45
214,Mount Isa,AU,2021-10-12 22:31:58,-20.7333,139.5,69.57,78,40,3.44
215,Burnie,AU,2021-10-12 22:31:58,-41.0667,145.9167,53.92,63,100,16.15
216,Inuvik,CA,2021-10-12 22:30:54,68.3499,-133.7218,27.36,83,75,9.22
217,Ancud,CL,2021-10-12 22:31:58,-41.8697,-73.8203,58.53,88,20,7.29
218,Narsaq,GL,2021-10-12 22:31:59,60.9167,-46.05,34.02,70,7,1.12
219,Fairbanks,US,2021-10-12 22:27:58,64.8378,-147.7164,35.92,74,90,0.0
220,Saint-Pierre,RE,2021-10-12 22:31:59,-21.3393,55.4781,73.08,94,75,5.75
221,Belaya Gora,RU,2021-10-12 22:32:00,68.5333,146.4167,18.18,81,100,9.26
222,Bambous Virieux,MU,2021-10-12 22:32:00,-20.3428,57.7575,71.85,94,40,0.0
223,Molchanovo,RU,2021-10-12 22:32:00,57.5817,83.7692,25.0,69,34,2.35
224,Port Elizabeth,ZA,2021-10-12 22:32:01,-33.918,25.5701,60.1,100,90,4.61
225,Chimore,BO,2021-10-12 22:32:01,-16.9833,-65.1333,83.91,59,97,3.89
226,Matamoros,MX,2021-10-12 22:32:02,25.5333,-103.25,95.11,21,75,6.91
227,Bengkulu,ID,2021-10-12 22:32:03,-3.8004,102.2655,75.34,91,99,2.64
228,Sinnamary,GF,2021-10-12 22:32:03,5.3833,-52.95,80.62,82,87,10.09
229,Kaeo,NZ,2021-10-12 22:32:03,-35.1,173.7833,61.32,62,90,10.42
230,Grand Gaube,MU,2021-10-12 22:32:04,-20.0064,57.6608,72.0,88,4,3.0
231,Victoria,HK,2021-10-12 22:30:04,22.2855,114.1577,76.95,93,100,1.99
232,Vestmanna,FO,2021-10-12 22:32:04,62.1564,-7.1664,45.52,100,90,6.91
233,Douglas,US,2021-10-12 22:32:04,41.3,-96.167,78.1,39,1,5.01
234,Pisco,PE,2021-10-12 22:32:05,-13.7,-76.2167,64.45,72,0,16.11
235,Dunkirk,FR,2021-10-12 22:32:05,51.05,2.3667,54.01,56,68,1.01
236,Haines Junction,CA,2021-10-12 22:32:05,60.7522,-137.5108,40.95,81,98,0.0
237,Leningradskiy,RU,2021-10-12 22:32:06,69.3833,178.4167,22.32,95,100,5.35
238,Alegrete,BR,2021-10-12 22:32:06,-29.7831,-55.7919,66.94,72,5,5.73
239,Khatanga,RU,2021-10-12 22:32:06,71.9667,102.5,11.25,96,100,6.93
240,Imeni Poliny Osipenko,RU,2021-10-12 22:32:07,52.4201,136.4853,43.7,77,100,8.68
241,Mokrousovo,RU,2021-10-12 22:32:07,55.8103,66.7653,45.32,87,100,6.02
242,Illapel,CL,2021-10-12 22:32:07,-31.6308,-71.1653,56.77,71,100,8.37
243,Te Anau,NZ,2021-10-12 22:32:07,-45.4167,167.7167,43.54,77,82,4.81
244,Marathon,US,2021-10-12 22:32:08,44.9,-89.7668,63.93,79,90,4.61
245,Mende,FR,2021-10-12 22:32:08,44.6667,3.5,36.23,92,42,8.77
246,Guatire,VE,2021-10-12 22:32:08,10.4762,-66.5427,90.1,95,92,1.95
247,Broome,US,2021-10-12 22:32:09,42.2506,-75.833,67.93,75,1,1.99
248,Dole,FR,2021-10-12 22:32:09,47.0833,5.5,53.51,87,90,3.44
249,Botngard,NO,2021-10-12 22:32:09,63.7653,9.8111,44.78,87,75,9.22
250,Mar Del Plata,AR,2021-10-12 22:28:01,-38.0023,-57.5575,60.01,62,90,7.0
251,Tumbes,PE,2021-10-12 22:32:10,-3.5667,-80.4414,80.2,83,75,8.05
252,Dover,US,2021-10-12 22:28:53,39.1582,-75.5244,69.17,99,90,5.75
253,Klaksvik,FO,2021-10-12 22:32:10,62.2266,-6.589,47.32,99,100,14.38
254,Nieuwpoort,BE,2021-10-12 22:32:11,51.1244,2.7735,54.01,64,40,5.75
255,Key West,US,2021-10-12 22:27:43,24.5557,-81.7826,86.0,69,1,8.05
256,Inverell,AU,2021-10-12 22:32:11,-29.7833,151.1167,67.66,75,91,4.0
257,Ouesso,CG,2021-10-12 22:32:11,1.6136,16.0517,71.74,90,36,0.51
258,Bure,ET,2021-10-12 22:32:12,10.7,37.0667,57.58,93,92,2.82
259,Qaqortoq,GL,2021-10-12 22:32:12,60.7167,-46.0333,34.3,69,5,3.69
260,Comodoro Rivadavia,AR,2021-10-12 22:32:12,-45.8667,-67.5,57.06,44,0,20.71
261,Beringovskiy,RU,2021-10-12 22:32:13,63.05,179.3167,20.48,82,49,12.39
262,Tadine,NC,2021-10-12 22:32:13,-21.55,167.8833,70.27,96,99,13.33
263,Talnakh,RU,2021-10-12 22:32:13,69.4865,88.3972,17.01,96,99,4.83
264,Isangel,VU,2021-10-12 22:32:14,-19.55,169.2667,82.51,65,75,5.75
265,Nuuk,GL,2021-10-12 22:32:15,64.1835,-51.7216,34.41,86,75,14.97
266,Adrar,MR,2021-10-12 22:32:15,20.5022,-10.0711,86.2,11,63,3.56
267,Amapa,BR,2021-10-12 22:32:16,1.0,-52.0,78.8,50,31,5.14
268,Ati,TD,2021-10-12 22:32:16,13.2154,18.3353,89.64,14,28,8.72
269,Veraval,IN,2021-10-12 22:32:17,20.9,70.3667,81.43,77,4,9.22
270,Sumbe,AO,2021-10-12 22:32:17,-11.2061,13.8437,74.28,85,96,3.74
271,Pangnirtung,CA,2021-10-12 22:32:17,66.1451,-65.7125,28.4,100,90,8.05
272,Ilulissat,GL,2021-10-12 22:32:18,69.2167,-51.1,26.62,74,43,2.3
273,Katherine,AU,2021-10-12 22:32:18,-14.4667,132.2667,82.72,65,36,8.05
274,Ukiah,US,2021-10-12 22:30:01,39.1502,-123.2078,73.58,21,1,10.36
275,Zhaodong,CN,2021-10-12 22:32:19,46.0833,125.9833,39.22,72,44,9.75
276,Tacoronte,ES,2021-10-12 22:32:19,28.4769,-16.4102,67.14,77,40,8.99
277,Kenora,CA,2021-10-12 22:30:36,49.8167,-94.4337,58.17,51,40,6.91
278,General Pico,AR,2021-10-12 22:32:19,-35.6566,-63.7568,68.29,48,100,9.4
279,Vestmannaeyjar,IS,2021-10-12 22:32:21,63.4427,-20.2734,48.9,98,100,10.83
280,Codrington,AU,2021-10-12 22:32:22,-38.2667,141.9667,58.95,71,100,19.42
281,Voi,KE,2021-10-12 22:32:22,-3.3945,38.563,71.24,79,100,9.82
282,Luorong,CN,2021-10-12 22:32:23,24.4058,109.6086,64.4,65,71,15.19
283,Mount Gambier,AU,2021-10-12 22:32:23,-37.8333,140.7667,58.91,72,78,17.27
284,Tarko-Sale,RU,2021-10-12 22:32:23,64.9225,77.785,25.65,74,86,11.18
285,Pedernales,DO,2021-10-12 22:32:24,18.0384,-71.744,83.07,76,100,0.69
286,Mpika,ZM,2021-10-12 22:32:24,-11.8343,31.4529,58.51,83,84,8.7
287,Chalus,IR,2021-10-12 22:32:25,36.655,51.4204,54.86,94,0,0.0
288,Kuzedeyevo,RU,2021-10-12 22:32:25,53.3308,87.2019,30.58,95,100,3.69
289,Marzuq,YE,2021-10-12 22:32:25,14.4,46.4667,74.48,62,16,1.25
290,Harrison,US,2021-10-12 22:32:26,30.4091,-89.0436,84.27,69,1,8.05
291,San Policarpo,PH,2021-10-12 22:32:26,12.1791,125.5072,81.16,78,100,7.49
292,Kutum,SD,2021-10-12 22:32:27,14.2,24.6667,77.45,54,97,11.79
293,Nuevo Imperial,PE,2021-10-12 22:32:27,-13.0754,-76.3172,63.37,83,45,6.11
294,Aklavik,CA,2021-10-12 22:32:27,68.2191,-135.0107,27.32,86,90,8.05
295,Langsa,ID,2021-10-12 22:32:27,4.4683,97.9683,74.68,95,100,1.7
