City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
296,Tabou,CI,2021-10-12 22:32:28,4.423,-7.3528,76.84,91,43,7.0
297,Dunda,TZ,2021-10-12 22:32:28,-8.1167,34.25,66.67,69,52,4.27
298,Juneau,US,2021-10-12 22:29:10,58.3019,-134.4197,44.65,92,90,5.01
299,Nouadhibou,MR,2021-10-12 22:32:29,20.931,-17.0347,67.98,83,0,13.8
300,Norman Wells,CA,2021-10-12 22:32:29,65.282,-126.8329,35.64,75,90,13.8
301,Yangjiang,CN,2021-10-12 22:32:29,21.85,111.9667,71.58,76,100,30.33
302,Atikokan,CA,2021-10-12 22:32:30,48.7555,-91.6216,55.04,61,14,5.14
303,Khurba,RU,2021-10-12 22:32:30,50.4072,136.8819,44.71,74,100,10.87
304,Srednekolymsk,RU,2021-10-12 22:32:30,67.45,153.6833,15.24,85,100,0.94
305,Lazaro Cardenas,MX,2021-10-12 22:32:31,17.9583,-102.2,84.11,77,21,9.55
306,Shelburne,CA,2021-10-12 22:32:31,44.0787,-80.2041,68.56,75,63,10.96
307,Minab,IR,2021-10-12 22:32:31,27.1467,57.0801,71.1,13,0,5.5
308,Mizan Teferi,ET,2021-10-12 22:32:32,6.9833,35.5833,61.92,99,100,1.88
309,Mildura,AU,2021-10-12 22:32:32,-34.2,142.15,64.08,63,1,18.41
310,Suntar,RU,2021-10-12 22:32:32,62.1444,117.6319,23.22,65,54,9.06
311,Marandahalli,IN,2021-10-12 22:32:33,12.4,78.0,69.8,91,99,7.85
312,Nago,JP,2021-10-12 22:32:33,26.5881,127.9761,81.03,86,75,15.48
313,Khani,GE,2021-10-12 22:32:33,41.9563,42.9566,58.57,50,1,7.49
314,Panguma,SL,2021-10-12 22:32:33,8.1833,-11.1333,70.86,99,100,1.95
315,Imbituba,BR,2021-10-12 22:32:34,-28.24,-48.6703,69.69,92,93,13.11
316,Sur,OM,2021-10-12 22:32:34,22.5667,59.5289,79.72,49,0,2.55
317,Scarborough,GB,2021-10-12 22:32:34,54.2797,-0.4044,49.08,85,29,1.99
318,Waitati,NZ,2021-10-12 22:32:35,-45.75,170.5667,47.8,66,100,13.91
319,Kantang,TH,2021-10-12 22:32:35,7.4054,99.5156,79.84,82,100,7.16
320,Xiongzhou,CN,2021-10-12 22:32:36,25.1167,114.3,68.11,76,100,6.11
321,Maua,BR,2021-10-12 22:32:36,-23.6678,-46.4614,67.35,79,40,4.85
322,Dongsheng,CN,2021-10-12 22:32:36,39.8161,109.9776,44.74,91,100,10.18
323,Andros,GR,2021-10-12 22:32:36,37.8333,24.9333,64.96,61,4,4.0
324,Kabare,CD,2021-10-12 22:32:37,-2.4683,28.8242,60.08,88,57,1.61
325,Dakar,SN,2021-10-12 22:31:44,14.6937,-17.4441,80.73,78,0,9.22
326,Orange,US,2021-10-12 22:32:15,33.7,-117.7675,76.48,27,1,3.0
327,Rush,IE,2021-10-12 22:32:37,53.5223,-6.0931,55.87,89,75,6.91
328,Marawi,PH,2021-10-12 22:32:38,7.9986,124.2928,74.93,71,56,3.06
329,Bayan,CN,2021-10-12 22:32:38,46.0833,127.4,47.07,67,53,5.12
330,Singaraja,ID,2021-10-12 22:32:38,-8.112,115.0882,72.97,73,89,3.98
331,Zhigansk,RU,2021-10-12 22:32:39,66.7697,123.3711,13.71,97,100,4.0
332,Gazojak,TM,2021-10-12 22:32:39,41.1875,61.4036,48.78,37,0,11.1
333,Faya,SA,2021-10-12 22:32:39,18.3851,42.4509,59.52,20,30,7.09
334,Gamba,GA,2021-10-12 22:32:40,-2.65,10.0,76.98,89,90,6.62
335,Taoudenni,ML,2021-10-12 22:32:40,22.6783,-3.9836,91.71,9,55,9.08
336,Serebryansk,KZ,2021-10-12 22:32:40,49.6925,83.2892,27.95,94,31,2.35
337,Palana,RU,2021-10-12 22:32:41,59.1167,159.9667,34.03,83,97,22.03
338,Emerald,AU,2021-10-12 22:32:41,-23.5333,148.1667,75.34,57,1,8.05
339,Porto Belo,BR,2021-10-12 22:32:41,-27.1578,-48.5531,71.96,38,100,14.09
340,Mbekenyera,TZ,2021-10-12 22:32:42,-10.0,38.9833,69.75,84,31,3.15
341,Kununurra,AU,2021-10-12 22:32:42,-15.7667,128.7333,76.98,94,60,1.14
342,Izmir,TR,2021-10-12 22:32:42,38.4622,27.0923,58.95,82,75,5.75
343,Noyabrsk,RU,2021-10-12 22:32:43,63.1994,75.4507,28.72,82,99,12.39
344,Neyshabur,IR,2021-10-12 22:32:43,36.2133,58.7958,51.22,18,0,1.19
345,Salina,US,2021-10-12 22:29:24,38.8403,-97.6114,64.53,63,90,19.57
346,Mochudi,BW,2021-10-12 22:32:43,-24.4167,26.15,61.39,22,14,1.61
347,Broken Hill,AU,2021-10-12 22:32:44,-31.95,141.4333,64.11,24,5,13.8
348,Torbay,CA,2021-10-12 22:32:44,47.6666,-52.7314,48.58,95,90,13.8
349,Kushima,JP,2021-10-12 22:32:45,31.4583,131.2333,75.24,87,98,6.78
350,Vanino,RU,2021-10-12 22:32:45,49.0869,140.2543,47.98,57,39,4.21
351,Havre-Saint-Pierre,CA,2021-10-12 22:32:45,50.2334,-63.5986,55.99,88,90,4.61
352,Madras,IN,2021-10-12 22:28:51,13.0878,80.2785,78.78,89,40,5.75
353,Nizhniy Odes,RU,2021-10-12 22:32:46,63.6445,54.856,37.99,91,97,6.67
354,Keti Bandar,PK,2021-10-12 22:32:46,24.1447,67.4497,80.04,65,0,4.92
355,Pointe-Noire,CG,2021-10-12 22:32:46,-4.7761,11.8635,76.01,89,37,6.04
356,Springdale,US,2021-10-12 22:31:35,36.1867,-94.1288,78.62,46,75,8.99
357,Ahuimanu,US,2021-10-12 22:32:47,21.4447,-157.8378,83.91,72,90,14.97
358,Mattru,SL,2021-10-12 22:32:47,7.6244,-11.8332,74.34,98,100,2.51
359,Nemuro,JP,2021-10-12 22:32:48,43.3236,145.575,55.04,68,0,7.11
360,Arcata,US,2021-10-12 22:32:48,40.8665,-124.0828,63.68,59,40,3.0
361,Shache,CN,2021-10-12 22:32:48,38.4167,77.2406,50.56,25,88,1.92
362,Barentu,ER,2021-10-12 22:32:49,15.1139,37.5928,78.57,60,95,4.43
363,Buin,CL,2021-10-12 22:32:49,-33.7333,-70.75,64.72,69,43,5.57
364,Tevaitoa,PF,2021-10-12 22:32:49,-16.7833,-151.5,80.4,78,73,13.04
365,Dalvik,IS,2021-10-12 22:32:50,65.9702,-18.5286,33.73,95,100,4.68
366,Port Macquarie,AU,2021-10-12 22:32:50,-31.4333,152.9167,63.37,78,99,10.51
367,Kajaani,FI,2021-10-12 22:32:50,64.2273,27.7285,41.05,87,75,6.91
368,Hamilton,US,2021-10-12 22:29:34,39.1834,-84.5333,76.21,71,75,3.0
369,Sao Raimundo Das Mangabeiras,BR,2021-10-12 22:32:51,-7.0219,-45.4811,84.54,47,17,3.78
370,Carberry,CA,2021-10-12 22:32:51,49.8689,-99.3602,48.43,36,100,5.17
371,Atambua,ID,2021-10-12 22:32:51,-9.1061,124.8925,79.84,66,77,1.95
372,Amos,CA,2021-10-12 22:30:04,48.5669,-78.1162,71.87,85,74,4.52
373,El Pinon,CO,2021-10-12 22:32:52,10.4028,-74.8242,78.94,87,100,5.17
374,Port-Gentil,GA,2021-10-12 22:32:52,-0.7193,8.7815,78.76,89,75,9.22
375,Araouane,ML,2021-10-12 22:32:52,18.9048,-3.5265,87.6,9,49,7.0
376,Springville,US,2021-10-12 22:32:53,40.1652,-111.6107,47.68,85,90,20.71
377,Bardiyah,LY,2021-10-12 22:32:53,31.7561,25.0865,71.69,74,43,8.84
378,Wuxi,CN,2021-10-12 22:32:53,31.5689,120.2886,74.98,92,100,13.29
379,Poronaysk,RU,2021-10-12 22:32:55,49.2167,143.1167,51.3,75,9,9.24
380,Porbandar,IN,2021-10-12 22:32:55,21.6422,69.6093,81.05,77,0,9.06
381,Dikson,RU,2021-10-12 22:32:55,73.5069,80.5464,27.93,79,92,17.76
382,Yar-Sale,RU,2021-10-12 22:32:56,66.8333,70.8333,30.04,96,100,14.52
383,Hualmay,PE,2021-10-12 22:32:56,-11.0964,-77.6139,63.64,83,49,13.94
384,San Vicente,AR,2021-10-12 22:32:56,-26.6167,-54.1333,62.46,87,0,2.95
385,Tessalit,ML,2021-10-12 22:32:57,20.1986,1.0114,84.25,12,50,9.37
386,Yagodnoye,RU,2021-10-12 22:32:57,62.55,149.6667,18.1,86,100,3.56
387,Hambantota,LK,2021-10-12 22:32:58,6.1241,81.1185,77.34,94,84,4.61
388,Parrita,CR,2021-10-12 22:29:21,9.5201,-84.3225,85.51,80,34,3.62
389,Miri,MY,2021-10-12 22:32:58,4.4148,114.0089,77.14,94,20,5.75
390,Matara,LK,2021-10-12 22:32:59,5.9485,80.5353,78.82,85,85,12.37
391,Vila Velha,BR,2021-10-12 22:32:59,-20.3297,-40.2925,69.75,94,75,2.3
392,Djibo,BF,2021-10-12 22:32:59,14.1022,-1.6306,91.17,28,4,0.51
393,Maniitsoq,GL,2021-10-12 22:32:59,65.4167,-52.9,37.44,65,62,6.58
394,Tautira,PF,2021-10-12 22:33:00,-17.7333,-149.15,84.22,78,97,16.96
395,Nalut,LY,2021-10-12 22:33:00,30.3333,10.85,65.44,31,4,2.15
396,Verkhniy Mamon,RU,2021-10-12 22:33:00,50.1635,40.3832,50.23,65,86,9.57
397,Oyama,JP,2021-10-12 22:33:01,36.3,139.8,63.82,86,100,5.48
398,Halifax,CA,2021-10-12 22:31:56,44.6453,-63.5724,66.25,83,43,4.61
399,Ayan,RU,2021-10-12 22:33:02,56.45,138.1667,34.77,38,100,12.64
400,Mandan,US,2021-10-12 22:33:02,46.8267,-100.8896,50.04,61,1,19.57
401,Longjiang,CN,2021-10-12 22:33:03,47.3303,123.1836,48.43,49,80,12.84
402,Linxia,CN,2021-10-12 22:33:03,35.6003,103.2064,47.62,60,100,0.36
403,Farah,AF,2021-10-12 22:33:03,32.5,62.5,51.76,22,0,2.3
404,Karratha,AU,2021-10-12 22:33:04,-20.7377,116.8463,76.95,18,1,22.79
405,Laibin,CN,2021-10-12 22:33:04,23.7,109.2667,65.88,62,77,22.15
406,Mezen,RU,2021-10-12 22:33:05,65.8522,44.24,37.54,90,6,10.63
407,Sitka,US,2021-10-12 22:33:05,57.0531,-135.33,49.89,71,90,24.16
408,Mporokoso,ZM,2021-10-12 22:33:05,-9.3727,30.125,67.42,57,70,10.33
409,Mongo,TD,2021-10-12 22:33:06,12.1844,18.693,87.78,24,67,2.51
410,Tamasopo,MX,2021-10-12 22:33:06,21.9333,-99.4833,75.45,74,40,5.37
411,Pacific Grove,US,2021-10-12 22:33:06,36.6177,-121.9166,73.35,52,1,7.0
412,Clyde River,CA,2021-10-12 22:33:07,70.4692,-68.5914,32.23,93,90,4.61
413,Budureasa,RO,2021-10-12 22:33:07,46.6667,22.5,39.81,87,93,3.56
414,Devils Lake,US,2021-10-12 22:28:18,48.1128,-98.8651,48.94,61,1,5.01
415,Trairi,BR,2021-10-12 22:32:03,-3.2778,-39.2689,78.94,75,78,11.5
416,Wanaka,NZ,2021-10-12 22:33:08,-44.7,169.15,46.11,53,94,7.0
417,Jijiga,ET,2021-10-12 22:33:08,9.35,42.8,64.74,77,60,3.04
418,Kango,GA,2021-10-12 22:33:08,0.1943,10.0951,74.34,99,100,1.59
419,Nioro,GM,2021-10-12 22:33:09,13.35,-15.75,77.72,77,64,5.68
420,Poum,NC,2021-10-12 22:33:09,-20.2333,164.0167,73.04,93,86,23.35
421,Kholodnyy,RU,2021-10-12 22:33:10,62.7167,147.95,15.71,93,100,1.95
422,Sao Filipe,CV,2021-10-12 22:33:10,14.8961,-24.4956,78.91,74,21,4.72
423,Benjamin Aceval,PY,2021-10-12 22:33:10,-24.9667,-57.5667,84.6,60,2,5.84
424,Ahipara,NZ,2021-10-12 22:33:11,-35.1667,173.1667,56.97,60,92,14.74
425,Dicabisagan,PH,2021-10-12 22:33:11,17.0818,122.4157,80.2,84,100,7.74
426,Dukat,RU,2021-10-12 22:32:12,62.55,155.55,18.57,88,99,1.79
427,Kant,IN,2021-10-12 22:33:11,27.8,79.8,73.74,55,0,5.5
428,Ust-Ishim,RU,2021-10-12 22:33:12,57.6935,71.1665,37.31,99,100,4.09
429,Myitkyina,MM,2021-10-12 22:33:12,25.3833,97.4,73.92,97,42,1.25
430,Aksu,CN,2021-10-12 22:33:13,41.1231,80.2644,47.12,27,0,3.98
431,Harper,LR,2021-10-12 22:33:13,4.375,-7.7169,77.41,90,67,7.11
432,Killybegs,IE,2021-10-12 22:33:13,54.6333,-8.45,52.45,91,92,3.02
433,Magole,TZ,2021-10-12 22:33:14,-6.3667,37.3667,71.53,81,100,5.35
434,Roebourne,AU,2021-10-12 22:33:14,-20.7833,117.1333,76.46,19,1,22.28
435,Malakal,SS,2021-10-12 22:30:10,9.5334,31.6605,69.58,98,94,3.44
436,Ossora,RU,2021-10-12 22:33:15,59.2353,163.0719,35.73,72,100,4.56
437,Road Town,VG,2021-10-12 22:33:15,18.4167,-64.6167,82.49,89,40,10.36
438,Hofn,IS,2021-10-12 22:33:16,64.2539,-15.2082,44.1,89,100,7.11
439,Andros Town,BS,2021-10-12 22:33:16,24.7,-77.7667,82.36,69,64,10.67
440,Itaituba,BR,2021-10-12 22:33:16,-4.2761,-55.9836,81.88,68,81,3.24
441,Port Moresby,PG,2021-10-12 22:33:17,-9.4431,147.1797,81.82,78,20,3.44
442,Bexhill,AU,2021-10-12 22:33:17,-28.7667,153.35,68.88,89,90,1.99
443,San Quintin,MX,2021-10-12 22:33:17,30.4833,-115.95,65.95,45,0,21.83
444,Riyadh,SA,2021-10-12 22:29:12,24.6877,46.7219,73.54,11,0,3.22
445,Atar,MR,2021-10-12 22:33:18,20.5169,-13.0499,86.07,18,38,2.48
446,Thinadhoo,MV,2021-10-12 22:33:18,0.5333,72.9333,83.71,68,74,16.4
447,Paamiut,GL,2021-10-12 22:33:18,61.994,-49.6678,37.51,85,92,11.88
448,Alice Springs,AU,2021-10-12 22:31:19,-23.7,133.8833,63.95,27,0,10.36
449,Omsukchan,RU,2021-10-12 22:33:19,62.5333,155.8,19.58,91,95,1.48
450,Camacha,PT,2021-10-12 22:33:19,33.0833,-16.3333,65.62,68,20,2.3
451,Richards Bay,ZA,2021-10-12 22:33:20,-28.783,32.0377,67.62,68,32,7.76
452,Vanimo,PG,2021-10-12 22:33:20,-2.6741,141.3028,82.04,84,26,4.9
453,Nouakchott,MR,2021-10-12 22:33:20,18.0858,-15.9785,75.13,72,72,16.55
454,Half Moon Bay,US,2021-10-12 22:30:59,37.4636,-122.4286,73.99,26,1,9.22
455,Krasnyy Klyuch,RU,2021-10-12 22:33:21,55.3863,56.6529,45.57,73,99,4.07
456,Myanaung,MM,2021-10-12 22:33:21,18.2833,95.3167,74.89,95,16,3.76
457,Cayenne,GF,2021-10-12 22:28:44,4.9333,-52.3333,83.08,81,20,1.99
458,Taman,RU,2021-10-12 22:33:22,45.2117,36.7161,48.52,79,57,9.69
459,Muros,ES,2021-10-12 22:33:22,42.7762,-9.0603,66.83,85,2,7.25
460,Rabo De Peixe,PT,2021-10-12 22:33:22,37.8,-25.5833,69.31,83,20,9.22
461,Ulychne,UA,2021-10-12 22:33:23,49.2338,23.6511,35.46,87,78,4.65
462,Rolla,US,2021-10-12 22:33:23,37.9514,-91.7713,77.52,40,1,8.05
463,Arlit,NE,2021-10-12 22:33:23,18.7369,7.3853,84.31,10,8,6.02
464,Kandrian,PG,2021-10-12 22:33:24,-6.2167,149.55,85.42,68,75,2.15
465,Acapulco,MX,2021-10-12 22:30:39,16.8634,-99.8901,85.82,74,75,9.22
466,Kappeln,DE,2021-10-12 22:33:24,54.6612,9.9313,43.21,71,12,10.67
467,Anadyr,RU,2021-10-12 22:33:24,64.75,177.4833,16.3,92,20,8.01
468,Hami,CN,2021-10-12 22:33:25,42.8,93.45,47.43,39,6,8.32
469,Grindavik,IS,2021-10-12 22:33:25,63.8424,-22.4338,48.15,100,90,17.27
470,Trapani,IT,2021-10-12 22:33:25,37.8333,12.6667,61.92,100,40,3.44
471,Sorong,ID,2021-10-12 22:33:26,-0.8833,131.25,82.44,78,100,4.23
472,Cherskiy,RU,2021-10-12 22:33:26,68.75,161.3,1.67,94,81,2.42
473,Kokuy,RU,2021-10-12 22:33:26,52.2037,117.5529,38.32,75,81,1.66
474,Guipavas,FR,2021-10-12 22:33:27,48.4352,-4.3972,56.07,93,0,0.0
475,Santa Cruz Cabralia,BR,2021-10-12 22:33:27,-16.2781,-39.0247,71.83,94,75,9.22
476,Kedrovka,RU,2021-10-12 22:33:27,55.5333,86.05,27.48,53,100,2.77
477,Havelock,US,2021-10-12 22:33:27,34.8791,-76.9013,71.94,90,90,1.01
478,Labuan,MY,2021-10-12 22:33:28,5.2767,115.2417,79.16,94,20,0.0
479,Poopo,BO,2021-10-12 22:33:28,-18.3667,-66.9667,55.94,38,85,11.41
480,Zilupe,LV,2021-10-12 22:33:28,56.3862,28.1217,42.01,92,100,4.72
481,Brae,GB,2021-10-12 22:33:29,60.3964,-1.353,49.91,81,100,10.56
482,Maharajganj,IN,2021-10-12 22:33:29,27.1333,83.5667,75.65,81,2,4.68
483,Flin Flon,CA,2021-10-12 22:30:56,54.7682,-101.865,39.04,87,90,6.91
484,Ponta Delgada,PT,2021-10-12 22:33:10,37.7333,-25.6667,70.52,83,20,9.22
485,Lockhart,US,2021-10-12 22:33:29,28.6194,-81.4426,84.4,75,1,1.01
486,Tuatapere,NZ,2021-10-12 22:33:30,-46.1333,167.6833,45.61,72,98,4.83
487,Brufut,GM,2021-10-12 22:33:30,13.3814,-16.7518,80.69,89,40,0.0
488,Garachine,PA,2021-10-12 22:33:30,8.0647,-78.3628,79.34,87,95,7.76
489,Colesberg,ZA,2021-10-12 22:33:31,-30.72,25.0972,67.66,26,71,8.43
490,Lakhipur,IN,2021-10-12 22:33:31,26.0299,90.3041,75.58,91,15,2.17
491,Saiha,IN,2021-10-12 22:33:32,22.4833,92.9667,69.71,94,80,2.82
492,Mataram,ID,2021-10-12 22:33:32,-8.5833,116.1167,70.61,72,76,8.08
493,Hirado,JP,2021-10-12 22:33:32,33.3597,129.5531,74.55,87,100,24.07
494,Golkoy,TR,2021-10-12 22:33:33,40.6875,37.6178,49.41,40,33,8.1
495,Pampa,US,2021-10-12 22:33:33,35.5362,-100.9599,84.06,54,1,24.16
496,Champerico,GT,2021-10-12 22:33:33,14.3,-91.9167,91.94,77,55,5.84
497,Nikki,BJ,2021-10-12 22:33:34,9.9401,3.2108,77.31,63,39,4.68
498,Derzhavinsk,KZ,2021-10-12 22:33:34,51.1,66.3167,42.49,64,96,10.83
499,Troitskoye,RU,2021-10-12 22:33:34,52.9821,84.6757,30.74,76,99,4.7
500,Los Llanos De Aridane,ES,2021-10-12 22:33:35,28.6585,-17.9182,65.95,91,0,8.05
501,Tatawin,TN,2021-10-12 22:33:35,32.9297,10.4518,72.48,62,92,6.15
502,Katobu,ID,2021-10-12 22:33:35,-4.9408,122.5276,78.75,84,91,1.68
503,Lawrence,US,2021-10-12 22:30:23,38.9717,-95.2353,75.58,48,1,10.36
504,Ust-Kuyga,RU,2021-10-12 22:33:36,70.0167,135.6,19.44,95,100,3.87
505,Kalabo,ZM,2021-10-12 22:33:36,-14.97,22.6814,70.68,29,0,6.91
506,Padang,ID,2021-10-12 22:33:30,-0.9492,100.3543,73.45,75,49,3.38
507,Georgetown,MY,2021-10-12 22:28:50,5.4112,100.3354,81.95,87,20,3.44
508,Ippy,CF,2021-10-12 22:33:37,6.2679,21.2247,69.31,98,99,2.64
509,Lagoa,PT,2021-10-12 22:33:37,39.05,-27.9833,69.01,70,65,8.01
510,Port Hedland,AU,2021-10-12 22:33:37,-20.3167,118.5667,75.25,25,3,12.66
511,Guerrero Negro,MX,2021-10-12 22:33:38,27.9769,-114.0611,69.62,48,0,22.24
512,Rockhampton,AU,2021-10-12 22:33:38,-23.3833,150.5,78.69,65,40,5.75
513,Glan Padidu,PH,2021-10-12 22:33:38,5.8539,125.223,81.27,67,100,2.35
514,Placerville,US,2021-10-12 22:33:39,38.7296,-120.7986,65.82,22,1,3.0
515,Den Helder,NL,2021-10-12 22:33:39,52.9599,4.7593,53.58,78,100,7.0
516,Sao Felix Do Xingu,BR,2021-10-12 22:33:39,-6.6447,-51.995,80.28,71,85,1.14
517,Bonthe,SL,2021-10-12 22:33:39,7.5264,-12.505,77.29,91,100,5.08
518,Kailua,US,2021-10-12 22:29:56,21.4022,-157.7394,84.18,72,90,14.97
519,Finote Selam,ET,2021-10-12 22:33:40,10.7,37.2667,58.86,94,100,2.17
520,Kampene,CD,2021-10-12 22:33:40,-3.6,26.6667,65.66,99,49,1.83
521,Lampazos De Naranjo,MX,2021-10-12 22:33:41,27.0167,-100.5167,97.52,35,21,15.17
522,Georgiyevka,KZ,2021-10-12 22:33:41,43.0369,74.7114,32.04,86,0,4.47
523,Takoradi,GH,2021-10-12 22:33:41,4.8845,-1.7554,77.88,92,55,8.52
524,Misratah,LY,2021-10-12 22:33:42,32.3754,15.0925,72.68,54,98,8.84
525,Necochea,AR,2021-10-12 22:33:42,-38.5473,-58.7368,60.04,95,35,11.14
526,Tarnogskiy Gorodok,RU,2021-10-12 22:33:42,60.4997,43.5761,40.32,84,100,5.57
527,Tura,IN,2021-10-12 22:33:43,25.5198,90.2201,73.71,86,47,2.95
528,Soeng Sang,TH,2021-10-12 22:33:43,14.4264,102.4606,73.62,98,100,3.0
529,Kidal,ML,2021-10-12 22:33:43,18.4411,1.4078,85.23,12,64,10.69
530,Saint-Leu,RE,2021-10-12 22:33:44,-21.15,55.2833,72.46,88,17,2.82
531,Fortuna,US,2021-10-12 22:33:44,40.5982,-124.1573,68.18,50,1,1.01
532,Isabela,PH,2021-10-12 22:33:44,6.7085,121.9711,78.85,86,100,3.89
533,Verkh-Suetka,RU,2021-10-12 22:33:45,53.3,80.05,33.87,77,98,9.66
534,Olafsvik,IS,2021-10-12 22:33:45,64.8945,-23.7142,46.24,98,100,1.63
535,Nantucket,US,2021-10-12 22:33:45,41.2835,-70.0995,65.08,83,1,4.61
536,Brod,BA,2021-10-12 22:33:46,45.1375,17.9897,48.47,88,97,2.66
537,Raudeberg,NO,2021-10-12 22:33:46,61.9875,5.1352,42.19,87,100,3.0
538,Atasu,KZ,2021-10-12 22:33:46,48.6814,71.6433,33.22,51,3,4.83
539,Mayo,US,2021-10-12 22:33:47,38.8876,-76.5119,70.57,89,90,5.01
540,Mareeba,AU,2021-10-12 22:33:47,-17.0,145.4333,77.49,39,4,0.74
541,Barranca,PE,2021-10-12 22:33:47,-10.75,-77.7667,62.29,85,42,12.1
542,Balatonfured,HU,2021-10-12 22:33:48,46.9619,17.8719,47.35,73,49,3.0
543,Nelson Bay,AU,2021-10-12 22:33:48,-32.7167,152.15,64.11,89,100,3.0
544,Prince George,CA,2021-10-12 22:31:10,53.9166,-122.753,35.04,93,90,11.5
545,Mehamn,NO,2021-10-12 22:33:48,71.0357,27.8492,41.56,79,99,27.89
546,Balikpapan,ID,2021-10-12 22:33:49,-1.2675,116.8289,77.99,94,20,0.0
547,Alofi,NU,2021-10-12 22:33:49,-19.0595,-169.9187,78.69,57,40,9.22
548,Warrington,GB,2021-10-12 22:33:49,53.3925,-2.5802,57.27,94,40,4.61
549,Bandarbeyla,SO,2021-10-12 22:33:50,9.4942,50.8122,77.99,88,64,16.53
550,Portree,GB,2021-10-12 22:33:50,57.4129,-6.1942,54.86,97,100,6.42
551,Stettler,CA,2021-10-12 22:33:50,52.3168,-112.7186,49.75,27,11,23.02
552,Gizo,SB,2021-10-12 22:33:51,-8.103,156.8419,84.7,69,85,8.32
553,Bissau,GW,2021-10-12 22:33:51,11.8636,-15.5977,78.91,83,40,13.8
554,Det Udom,TH,2021-10-12 22:33:51,14.906,105.0784,75.02,88,100,6.44
555,Namatanai,PG,2021-10-12 22:33:52,-3.6667,152.4333,84.34,66,100,9.64
556,Montoro,ES,2021-10-12 22:33:52,38.0241,-4.3834,73.47,46,98,1.41
557,Champua,IN,2021-10-12 22:33:52,22.0833,85.6667,74.3,84,84,3.33
558,San Luis,AR,2021-10-12 22:33:52,-33.295,-66.3356,70.66,52,98,11.74
559,Bowen,AU,2021-10-12 22:33:40,-20.0167,148.2333,80.82,68,0,11.81
560,Tecoanapa,MX,2021-10-12 22:33:53,16.5167,-98.75,84.88,75,22,9.31
561,Namtsy,RU,2021-10-12 22:33:53,62.7161,129.6658,23.11,92,92,4.79
562,Straumen,NO,2021-10-12 22:33:54,63.8709,11.2999,41.5,83,100,3.85
563,Horb,DE,2021-10-12 22:33:54,50.288,11.1375,43.59,94,26,2.84
564,Liku,ID,2021-10-12 22:33:54,-0.7275,119.8922,78.98,90,93,3.09
565,Dutlwe,BW,2021-10-12 22:33:55,-23.9833,23.9,65.79,16,85,8.34
